segmento,pais,produto,faixa_desconto,data,ano,numero_mes,nome_mes,trimestre,unidades_vendidas,preco_fabricacao,preco_venda,vendas_brutas,descontos,vendas_liquidas,custo_mercadoria_vendida,lucro,margem_lucro,percentual_desconto,data_processamento,lucro_zscore,transacao_suspeita,lucro_medio_pais,lucro_relativo_pais,dia_da_semana
CHANNEL PARTNERS,FRANCE,VELO,LOW,2014-12-01,2014,12,DECEMBER,4,1055.0,120,12,12660.0,253.2,12406.8,3165.0,9241.8,74.49,2.0,2025-11-07 21:38:37.145146,0.022655849749236127,False,9547.830817307693,0.9679476078741424,Segunda-feira
GOVERNMENT,MEXICO,VELO,LOW,2013-12-01,2013,12,DECEMBER,4,544.0,120,20,10880.0,217.6,10662.4,5440.0,5222.4,48.98,2.0,2025-11-07 21:38:37.145146,-0.42718628316686474,False,7735.317946428571,0.6751370837201597,Domingo
CHANNEL PARTNERS,MEXICO,VELO,LOW,2014-12-01,2014,12,DECEMBER,4,1084.0,120,12,13008.0,260.16,12747.84,3252.0,9495.84,74.49,2.0,2025-11-07 21:38:37.145146,0.051087430444366415,False,7735.317946428571,1.227595305812125,Segunda-feira
ENTERPRISE,MEXICO,VTT,LOW,2014-06-01,2014,6,JUNE,2,662.0,250,125,82750.0,1655.0,81095.0,79440.0,1655.0,2.04,2.0,2025-11-07 21:38:37.145146,-0.8264416011160358,False,7735.317946428571,0.21395371353340692,Domingo
SMALL BUSINESS,GERMANY,VTT,LOW,2013-10-01,2013,10,OCTOBER,4,214.0,250,300,64200.0,1284.0,62916.0,53500.0,9416.0,14.97,2.0,2025-11-07 21:38:37.145146,0.04215191870330517,False,8134.500666666666,1.1575387827533934,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,VTT,LOW,2013-12-01,2013,12,DECEMBER,4,266.0,250,350,93100.0,1862.0,91238.0,69160.0,22078.0,24.2,2.0,2025-11-07 21:38:37.145146,1.4592542441707057,False,9975.668039215687,2.2131851133386182,Domingo
SMALL BUSINESS,GERMANY,AMARILLA,LOW,2014-03-01,2014,3,MARCH,1,259.0,260,300,77700.0,1554.0,76146.0,64750.0,11396.0,14.97,2.0,2025-11-07 21:38:37.145146,0.26374902851419235,False,8134.500666666666,1.4009464707155557,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,AMARILLA,LOW,2014-11-01,2014,11,NOVEMBER,4,1236.0,260,20,24720.0,494.4,24225.6,12360.0,11865.6,48.98,2.0,2025-11-07 21:38:37.145146,0.31630559556833004,False,9975.668039215687,1.1894541752346548,Sábado
GOVERNMENT,FRANCE,AMARILLA,LOW,2014-11-01,2014,11,NOVEMBER,4,941.0,260,20,18820.0,376.4,18443.6,9410.0,9033.6,48.98,2.0,2025-11-07 21:38:37.145146,-0.0006454221005752184,False,9547.830817307693,0.9461416077486912,Sábado
GOVERNMENT,GERMANY,CARRETERA,LOW,2014-04-01,2014,4,APRIL,2,2580.0,3,20,51600.0,1548.0,50052.0,25800.0,24252.0,48.45,3.0,2025-11-07 21:38:37.145146,1.7025633940337708,False,8134.500666666666,2.9813753780092713,Terça-feira
SMALL BUSINESS,GERMANY,CARRETERA,LOW,2014-06-01,2014,6,JUNE,2,689.0,3,300,206700.0,6201.0,200499.0,172250.0,28249.0,14.09,3.0,2025-11-07 21:38:37.145146,2.149898569747971,True,8134.500666666666,3.472739281435919,Domingo
CHANNEL PARTNERS,UNITED STATES OF AMERICA,CARRETERA,LOW,2014-09-01,2014,9,SEPTEMBER,3,1947.0,3,12,23364.0,700.92,22663.08,5841.0,16822.08,74.23,3.0,2025-11-07 21:38:37.145146,0.8710235970003838,False,9975.668039215687,1.6863111256178687,Segunda-feira
CHANNEL PARTNERS,CANADA,CARRETERA,LOW,2013-12-01,2013,12,DECEMBER,4,908.0,3,12,10896.0,326.88,10569.12,2724.0,7845.120000000001,74.23,3.0,2025-11-07 21:38:37.145146,-0.13365740849857677,False,9948.008970588236,0.7886120753604539,Domingo
GOVERNMENT,GERMANY,MONTANA,LOW,2014-02-01,2014,2,FEBRUARY,1,1958.0,5,7,13706.0,411.18,13294.82,9790.0,3504.82,26.36,3.0,2025-11-07 21:38:37.145146,-0.6194139416865534,False,8134.500666666666,0.4308586529916895,Sábado
CHANNEL PARTNERS,FRANCE,MONTANA,LOW,2014-06-01,2014,6,JUNE,2,1901.0,5,12,22812.0,684.36,22127.64,5703.0,16424.64,74.23,3.0,2025-11-07 21:38:37.145146,0.8265430135037981,False,9547.830817307693,1.7202483280523226,Domingo
GOVERNMENT,FRANCE,MONTANA,LOW,2014-09-01,2014,9,SEPTEMBER,3,544.0,5,7,3808.0,114.24,3693.76,2720.0,973.7600000000002,26.36,3.0,2025-11-07 21:38:37.145146,-0.9026844370188484,False,9547.830817307693,0.10198756331488727,Segunda-feira
ENTERPRISE,FRANCE,MONTANA,LOW,2014-12-01,2014,12,DECEMBER,4,1287.0,5,125,160875.0,4826.25,156048.75,154440.0,1608.75,1.03,3.0,2025-11-07 21:38:37.145146,-0.831617796231568,False,9547.830817307693,0.16849376898088322,Segunda-feira
ENTERPRISE,GERMANY,MONTANA,LOW,2014-12-01,2014,12,DECEMBER,4,1706.0,5,125,213250.0,6397.5,206852.5,204720.0,2132.5,1.03,3.0,2025-11-07 21:38:37.145146,-0.7730008839772992,False,8134.500666666666,0.2621549972622782,Segunda-feira
ENTERPRISE,CANADA,PASEO,LOW,2014-03-01,2014,3,MARCH,1,1774.0,10,125,221750.0,6652.5,215097.5,212880.0,2217.5,1.03,3.0,2025-11-07 21:38:37.145146,-0.7634878767379429,False,9948.008970588236,0.22290892645514743,Sábado
CHANNEL PARTNERS,FRANCE,PASEO,LOW,2014-06-01,2014,6,JUNE,2,1901.0,10,12,22812.0,684.36,22127.64,5703.0,16424.64,74.23,3.0,2025-11-07 21:38:37.145146,0.8265430135037981,False,9547.830817307693,1.7202483280523226,Domingo
SMALL BUSINESS,GERMANY,PASEO,LOW,2014-06-01,2014,6,JUNE,2,689.0,10,300,206700.0,6201.0,200499.0,172250.0,28249.0,14.09,3.0,2025-11-07 21:38:37.145146,2.149898569747971,True,8134.500666666666,3.472739281435919,Domingo
ENTERPRISE,GERMANY,PASEO,LOW,2014-06-01,2014,6,JUNE,2,1570.0,10,125,196250.0,5887.5,190362.5,188400.0,1962.5,1.03,3.0,2025-11-07 21:38:37.145146,-0.7920268984560117,False,8134.500666666666,0.24125635738673903,Domingo
CHANNEL PARTNERS,UNITED STATES OF AMERICA,PASEO,LOW,2014-07-01,2014,7,JULY,3,1369.5,10,12,16434.0,493.02,15940.98,4108.5,11832.48,74.23,3.0,2025-11-07 21:38:37.145146,0.3125988802769479,False,9975.668039215687,1.1861340968329075,Terça-feira
ENTERPRISE,CANADA,PASEO,LOW,2014-10-01,2014,10,OCTOBER,4,2009.0,10,125,251125.0,7533.75,243591.25,241080.0,2511.25,1.03,3.0,2025-11-07 21:38:37.145146,-0.73061204289605,False,9948.008970588236,0.2524374482798146,Quarta-feira
MIDMARKET,GERMANY,PASEO,LOW,2013-10-01,2013,10,OCTOBER,4,1945.0,10,15,29175.0,875.25,28299.75,19450.0,8849.75,31.27,3.0,2025-11-07 21:38:37.145146,-0.021221497170641725,False,8134.500666666666,1.0879278719914873,Terça-feira
ENTERPRISE,FRANCE,PASEO,LOW,2014-12-01,2014,12,DECEMBER,4,1287.0,10,125,160875.0,4826.25,156048.75,154440.0,1608.75,1.03,3.0,2025-11-07 21:38:37.145146,-0.831617796231568,False,9547.830817307693,0.16849376898088322,Segunda-feira
ENTERPRISE,GERMANY,PASEO,LOW,2014-12-01,2014,12,DECEMBER,4,1706.0,10,125,213250.0,6397.5,206852.5,204720.0,2132.5,1.03,3.0,2025-11-07 21:38:37.145146,-0.7730008839772992,False,8134.500666666666,0.2621549972622782,Segunda-feira
ENTERPRISE,CANADA,VELO,LOW,2014-10-01,2014,10,OCTOBER,4,2009.0,120,125,251125.0,7533.75,243591.25,241080.0,2511.25,1.03,3.0,2025-11-07 21:38:37.145146,-0.73061204289605,False,9948.008970588236,0.2524374482798146,Quarta-feira
CHANNEL PARTNERS,MEXICO,VTT,LOW,2014-04-01,2014,4,APRIL,2,1916.0,250,12,22992.0,689.76,22302.24,5748.0,16554.24,74.23,3.0,2025-11-07 21:38:37.145146,0.841047551600511,False,7735.317946428571,2.1400852705276536,Terça-feira
ENTERPRISE,GERMANY,VTT,LOW,2014-06-01,2014,6,JUNE,2,1570.0,250,125,196250.0,5887.5,190362.5,188400.0,1962.5,1.03,3.0,2025-11-07 21:38:37.145146,-0.7920268984560117,False,8134.500666666666,0.24125635738673903,Domingo
MIDMARKET,GERMANY,VTT,LOW,2013-10-01,2013,10,OCTOBER,4,1945.0,250,15,29175.0,875.25,28299.75,19450.0,8849.75,31.27,3.0,2025-11-07 21:38:37.145146,-0.021221497170641725,False,8134.500666666666,1.0879278719914873,Terça-feira
GOVERNMENT,CANADA,CARRETERA,LOW,2014-05-01,2014,5,MAY,2,831.0,3,20,16620.0,498.6,16121.4,8310.0,7811.4,48.45,3.0,2025-11-07 21:38:37.145146,-0.13743127442929565,False,9948.008970588236,0.7852224523615506,Quinta-feira
GOVERNMENT,MEXICO,PASEO,LOW,2013-09-01,2013,9,SEPTEMBER,3,1760.0,10,7,12320.0,369.6,11950.4,8800.0,3150.4,26.36,3.0,2025-11-07 21:38:37.145146,-0.6590798243427023,False,7735.317946428571,0.4072747910064321,Domingo
GOVERNMENT,CANADA,VELO,LOW,2014-04-01,2014,4,APRIL,2,3850.5,120,20,77010.0,2310.3,74699.7,38505.0,36194.7,48.45,3.0,2025-11-07 21:38:37.145146,3.0391632947097715,True,9948.008970588236,3.6383863451481955,Terça-feira
CHANNEL PARTNERS,GERMANY,VTT,LOW,2014-01-01,2014,1,JANUARY,1,2479.0,250,12,29748.0,892.44,28855.56,7437.0,21418.56,74.23,3.0,2025-11-07 21:38:37.145146,1.3854512148304576,False,8134.500666666666,2.633051600544873,Quarta-feira
MIDMARKET,MEXICO,MONTANA,LOW,2014-10-01,2014,10,OCTOBER,4,2031.0,5,15,30465.0,1218.6,29246.4,20310.0,8936.400000000001,30.56,4.0,2025-11-07 21:38:37.145146,-0.011523825673109557,False,7735.317946428571,1.1552724867794186,Quarta-feira
MIDMARKET,MEXICO,PASEO,LOW,2014-10-01,2014,10,OCTOBER,4,2031.0,10,15,30465.0,1218.6,29246.4,20310.0,8936.400000000001,30.56,4.0,2025-11-07 21:38:37.145146,-0.011523825673109557,False,7735.317946428571,1.1552724867794186,Quarta-feira
MIDMARKET,FRANCE,PASEO,LOW,2013-12-01,2013,12,DECEMBER,4,2261.0,10,15,33915.0,1356.6,32558.4,22610.0,9948.4,30.56,4.0,2025-11-07 21:38:37.145146,0.10173691934134367,False,9547.830817307693,1.0419539464363132,Domingo
GOVERNMENT,UNITED STATES OF AMERICA,VELO,LOW,2013-09-01,2013,9,SEPTEMBER,3,736.0,120,20,14720.0,588.8,14131.2,7360.0,6771.200000000001,47.92,4.0,2025-11-07 21:38:37.145146,-0.2538480994925707,False,9975.668039215687,0.6787715843572086,Domingo
GOVERNMENT,CANADA,CARRETERA,LOW,2013-10-01,2013,10,OCTOBER,4,2851.0,3,7,19957.0,798.28,19158.72,14255.0,4903.720000000001,25.6,4.0,2025-11-07 21:38:37.145146,-0.46285222607319465,False,9948.008970588236,0.4929348188665776,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,CARRETERA,LOW,2014-12-01,2014,12,DECEMBER,4,274.0,3,350,95900.0,3836.0,92064.0,71240.0,20824.0,22.62,4.0,2025-11-07 21:38:37.145146,1.318909407957144,False,9975.668039215687,2.087479246315943,Segunda-feira
MIDMARKET,CANADA,MONTANA,LOW,2014-03-01,2014,3,MARCH,1,1967.0,5,15,29505.0,1180.2,28324.8,19670.0,8654.8,30.56,4.0,2025-11-07 21:38:37.145146,-0.04303985906843597,False,9948.008970588236,0.8700032363851228,Sábado
GOVERNMENT,CANADA,MONTANA,LOW,2013-10-01,2013,10,OCTOBER,4,2851.0,5,7,19957.0,798.28,19158.72,14255.0,4903.720000000001,25.6,4.0,2025-11-07 21:38:37.145146,-0.46285222607319465,False,9948.008970588236,0.4929348188665776,Terça-feira
ENTERPRISE,MEXICO,MONTANA,LOW,2014-12-01,2014,12,DECEMBER,4,1138.0,5,125,142250.0,5690.0,136560.0,136560.0,0.0,0.0,4.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,7735.317946428571,0.0,Segunda-feira
ENTERPRISE,GERMANY,PASEO,LOW,2014-03-01,2014,3,MARCH,1,795.0,10,125,99375.0,3975.0,95400.0,95400.0,0.0,0.0,4.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,8134.500666666666,0.0,Sábado
MIDMARKET,CANADA,PASEO,LOW,2014-09-01,2014,9,SEPTEMBER,3,218.0,10,15,3270.0,130.8,3139.2,2180.0,959.1999999999998,30.56,4.0,2025-11-07 21:38:37.145146,-0.9043139592000841,False,9948.008970588236,0.09642130428670907,Segunda-feira
GOVERNMENT,CANADA,PASEO,LOW,2014-09-01,2014,9,SEPTEMBER,3,2074.0,10,20,41480.0,1659.2,39820.8,20740.0,19080.800000000003,47.92,4.0,2025-11-07 21:38:37.145146,1.1238144171377813,False,9948.008970588236,1.9180521505773969,Segunda-feira
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,LOW,2014-09-01,2014,9,SEPTEMBER,3,1056.0,10,20,21120.0,844.8,20275.2,10560.0,9715.2,47.92,4.0,2025-11-07 21:38:37.145146,0.07563770418583932,False,9975.668039215687,0.9738896645125167,Segunda-feira
MIDMARKET,UNITED STATES OF AMERICA,PASEO,LOW,2013-10-01,2013,10,OCTOBER,4,671.0,10,15,10065.0,402.6,9662.4,6710.0,2952.4,30.56,4.0,2025-11-07 21:38:37.145146,-0.681239535323791,False,9975.668039215687,0.29596012902531643,Terça-feira
MIDMARKET,MEXICO,PASEO,LOW,2013-10-01,2013,10,OCTOBER,4,1514.0,10,15,22710.0,908.4,21801.6,15140.0,6661.599999999999,30.56,4.0,2025-11-07 21:38:37.145146,-0.26611428294472905,False,7735.317946428571,0.8611927843348298,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,LOW,2014-12-01,2014,12,DECEMBER,4,274.0,10,350,95900.0,3836.0,92064.0,71240.0,20824.0,22.62,4.0,2025-11-07 21:38:37.145146,1.318909407957144,False,9975.668039215687,2.087479246315943,Segunda-feira
ENTERPRISE,MEXICO,PASEO,LOW,2014-12-01,2014,12,DECEMBER,4,1138.0,10,125,142250.0,5690.0,136560.0,136560.0,0.0,0.0,4.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,7735.317946428571,0.0,Segunda-feira
CHANNEL PARTNERS,UNITED STATES OF AMERICA,VELO,LOW,2014-03-01,2014,3,MARCH,1,1465.0,120,12,17580.0,703.2,16876.8,4395.0,12481.8,73.96,4.0,2025-11-07 21:38:37.145146,0.38526930216705146,False,9975.668039215687,1.251224474484553,Sábado
GOVERNMENT,CANADA,VELO,LOW,2013-09-01,2013,9,SEPTEMBER,3,2646.0,120,20,52920.0,2116.8,50803.2,26460.0,24343.2,47.92,4.0,2025-11-07 21:38:37.145146,1.712770291212939,False,9948.008970588236,2.447042425471452,Domingo
CHANNEL PARTNERS,FRANCE,VTT,LOW,2014-05-01,2014,5,MAY,2,866.0,250,12,10392.0,415.68,9976.32,2598.0,7378.32,73.96,4.0,2025-11-07 21:38:37.145146,-0.18590060590247695,False,9547.830817307693,0.7727744805265145,Quinta-feira
GOVERNMENT,UNITED STATES OF AMERICA,VTT,LOW,2013-09-01,2013,9,SEPTEMBER,3,349.0,250,350,122150.0,4886.0,117264.0,90740.0,26524.0,22.62,4.0,2025-11-07 21:38:37.145146,1.9568404816551523,False,9975.668039215687,2.658869550964467,Domingo
MIDMARKET,MEXICO,VTT,LOW,2013-10-01,2013,10,OCTOBER,4,1514.0,250,15,22710.0,908.4,21801.6,15140.0,6661.599999999999,30.56,4.0,2025-11-07 21:38:37.145146,-0.26611428294472905,False,7735.317946428571,0.8611927843348298,Terça-feira
ENTERPRISE,MEXICO,AMARILLA,LOW,2014-04-01,2014,4,APRIL,2,1074.0,260,125,134250.0,5370.0,128880.0,128880.0,0.0,0.0,4.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,7735.317946428571,0.0,Terça-feira
MIDMARKET,UNITED STATES OF AMERICA,AMARILLA,LOW,2013-10-01,2013,10,OCTOBER,4,671.0,260,15,10065.0,402.6,9662.4,6710.0,2952.4,30.56,4.0,2025-11-07 21:38:37.145146,-0.681239535323791,False,9975.668039215687,0.29596012902531643,Terça-feira
GOVERNMENT,GERMANY,MONTANA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1159.0,5,7,8113.0,405.65,7707.35,5795.0,1912.3500000000004,24.81,5.0,2025-11-07 21:38:37.145146,-0.7976395727272318,False,8134.500666666666,0.235091258623455,Terça-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-01-01,2014,1,JANUARY,1,1372.0,10,7,9604.0,480.2,9123.8,6860.0,2263.7999999999997,24.81,5.0,2025-11-07 21:38:37.145146,-0.7583060857357995,False,8134.500666666666,0.27829612323673875,Quarta-feira
GOVERNMENT,CANADA,PASEO,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,2349.0,10,7,16443.0,822.15,15620.85,11745.0,3875.85,24.81,5.0,2025-11-07 21:38:37.145146,-0.5778891054981021,False,9948.008970588236,0.3896106257502517,Domingo
GOVERNMENT,MEXICO,PASEO,MEDIUM,2014-10-01,2014,10,OCTOBER,4,2689.0,10,7,18823.0,941.15,17881.85,13445.0,4436.849999999999,24.81,5.0,2025-11-07 21:38:37.145146,-0.5151032577183509,False,7735.317946428571,0.5735834041635628,Quarta-feira
CHANNEL PARTNERS,CANADA,PASEO,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2431.0,10,12,29172.0,1458.6,27713.4,7293.0,20420.4,73.68,5.0,2025-11-07 21:38:37.145146,1.273739411230036,False,9948.008970588236,2.052712262360628,Segunda-feira
CHANNEL PARTNERS,CANADA,VELO,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2431.0,120,12,29172.0,1458.6,27713.4,7293.0,20420.4,73.68,5.0,2025-11-07 21:38:37.145146,1.273739411230036,False,9948.008970588236,2.052712262360628,Segunda-feira
GOVERNMENT,MEXICO,VTT,MEDIUM,2014-10-01,2014,10,OCTOBER,4,2689.0,250,7,18823.0,941.15,17881.85,13445.0,4436.849999999999,24.81,5.0,2025-11-07 21:38:37.145146,-0.5151032577183509,False,7735.317946428571,0.5735834041635628,Quarta-feira
GOVERNMENT,MEXICO,AMARILLA,MEDIUM,2014-07-01,2014,7,JULY,3,1683.0,260,7,11781.0,589.05,11191.95,8415.0,2776.9500000000007,24.81,5.0,2025-11-07 21:38:37.145146,-0.7008755014431445,False,7735.317946428571,0.35899623250549517,Terça-feira
CHANNEL PARTNERS,MEXICO,AMARILLA,MEDIUM,2014-08-01,2014,8,AUGUST,3,1123.0,260,12,13476.0,673.8,12802.2,3369.0,9433.2,73.68,5.0,2025-11-07 21:38:37.145146,0.04407690369762205,False,7735.317946428571,1.2194973839899301,Sexta-feira
GOVERNMENT,GERMANY,AMARILLA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1159.0,260,7,8113.0,405.65,7707.35,5795.0,1912.3500000000004,24.81,5.0,2025-11-07 21:38:37.145146,-0.7976395727272318,False,8134.500666666666,0.235091258623455,Terça-feira
CHANNEL PARTNERS,FRANCE,CARRETERA,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,1865.0,3,12,22380.0,1119.0,21261.0,5595.0,15666.0,73.68,5.0,2025-11-07 21:38:37.145146,0.7416377451265601,False,9547.830817307693,1.6407915368171044,Sábado
CHANNEL PARTNERS,GERMANY,CARRETERA,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,1116.0,3,12,13392.0,669.6,12722.4,3348.0,9374.4,73.68,5.0,2025-11-07 21:38:37.145146,0.03749614104263194,False,8134.500666666666,1.1524247626426731,Sábado
GOVERNMENT,FRANCE,CARRETERA,MEDIUM,2014-05-01,2014,5,MAY,2,1563.0,3,20,31260.0,1563.0,29697.0,15630.0,14067.0,47.37,5.0,2025-11-07 21:38:37.145146,0.5626812912944346,False,9547.830817307693,1.4733189421936812,Quinta-feira
GOVERNMENT,GERMANY,CARRETERA,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,1016.0,3,7,7112.0,355.6,6756.4,5080.0,1676.3999999999996,24.81,5.0,2025-11-07 21:38:37.145146,-0.8240465616463627,False,8134.500666666666,0.20608517580796393,Sexta-feira
MIDMARKET,MEXICO,CARRETERA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,2791.0,3,15,41865.0,2093.25,39771.75,27910.0,11861.75,29.82,5.0,2025-11-07 21:38:37.145146,0.3158747122992533,False,7735.317946428571,1.5334534510603561,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,CARRETERA,MEDIUM,2014-12-01,2014,12,DECEMBER,4,570.0,3,7,3990.0,199.5,3790.5,2850.0,940.5,24.81,5.0,2025-11-07 21:38:37.145146,-0.9064068207927424,False,9975.668039215687,0.09427940026700654,Segunda-feira
GOVERNMENT,FRANCE,CARRETERA,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2487.0,3,7,17409.0,870.45,16538.55,12435.0,4103.549999999999,24.81,5.0,2025-11-07 21:38:37.145146,-0.5524054378698502,False,9547.830817307693,0.4297887214927759,Segunda-feira
GOVERNMENT,MEXICO,MONTANA,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,720.0,5,350,252000.0,12600.0,239400.0,187200.0,52200.0,21.8,5.0,2025-11-07 21:38:37.145146,4.830440174334111,True,7735.317946428571,6.748268185162441,Domingo
CHANNEL PARTNERS,GERMANY,MONTANA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,2342.0,5,12,28104.0,1405.2,26698.8,7026.0,19672.8,73.68,5.0,2025-11-07 21:38:37.145146,1.1900697146165917,False,8134.500666666666,2.418439779667689,Sábado
GOVERNMENT,FRANCE,PASEO,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,1303.0,10,20,26060.0,1303.0,24757.0,13030.0,11727.0,47.37,5.0,2025-11-07 21:38:37.145146,0.3007937978815679,False,9547.830817307693,1.2282370964033056,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-05-01,2014,5,MAY,2,2327.0,10,7,16289.0,814.45,15474.55,11635.0,3839.5499999999993,24.81,5.0,2025-11-07 21:38:37.145146,-0.5819517191779685,False,9975.668039215687,0.3848915165286389,Quinta-feira
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-06-01,2014,6,JUNE,2,602.0,10,350,210700.0,10535.0,200165.0,156520.0,43645.0,21.8,5.0,2025-11-07 21:38:37.145146,3.8729839751259596,True,9975.668039215687,4.375145587085061,Domingo
MIDMARKET,FRANCE,PASEO,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,2620.0,10,15,39300.0,1965.0,37335.0,26200.0,11135.0,29.82,5.0,2025-11-07 21:38:37.145146,0.2345385004027572,False,9547.830817307693,1.166233484134971,Segunda-feira
GOVERNMENT,CANADA,PASEO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1389.0,10,20,27780.0,1389.0,26391.0,13890.0,12501.0,47.37,5.0,2025-11-07 21:38:37.145146,0.3874181226258238,False,9948.008970588236,1.2566333662303486,Terça-feira
ENTERPRISE,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-10-01,2014,10,OCTOBER,4,861.0,10,125,107625.0,5381.25,102243.75,103320.0,0.0,-1.05,5.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9975.668039215687,0.0,Quarta-feira
ENTERPRISE,FRANCE,PASEO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,704.0,10,125,88000.0,4400.0,83600.0,84480.0,0.0,-1.05,5.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9547.830817307693,0.0,Terça-feira
GOVERNMENT,CANADA,PASEO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,1802.0,10,20,36040.0,1802.0,34238.0,18020.0,16218.0,47.37,5.0,2025-11-07 21:38:37.145146,0.8034163333162619,False,9948.008970588236,1.6302759726040952,Domingo
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2663.0,10,20,53260.0,2663.0,50597.0,26630.0,23967.0,47.37,5.0,2025-11-07 21:38:37.145146,1.6706668403488703,False,9975.668039215687,2.402545865177401,Segunda-feira
GOVERNMENT,FRANCE,PASEO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,2136.0,10,7,14952.0,747.6,14204.4,10680.0,3524.4,24.81,5.0,2025-11-07 21:38:37.145146,-0.6172225924895347,False,9547.830817307693,0.36913096465965806,Domingo
MIDMARKET,GERMANY,PASEO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,2116.0,10,15,31740.0,1587.0,30153.0,21160.0,8993.0,29.82,5.0,2025-11-07 21:38:37.145146,-0.005189282029020723,False,8134.500666666666,1.1055380494160225,Domingo
MIDMARKET,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-01-01,2014,1,JANUARY,1,555.0,120,15,8325.0,416.25,7908.75,5550.0,2358.75,29.82,5.0,2025-11-07 21:38:37.145146,-0.7476794970607774,False,9975.668039215687,0.2364503300157381,Quarta-feira
MIDMARKET,MEXICO,VELO,MEDIUM,2014-01-01,2014,1,JANUARY,1,2861.0,120,15,42915.0,2145.75,40769.25,28610.0,12159.25,29.82,5.0,2025-11-07 21:38:37.145146,0.3491702376370002,False,7735.317946428571,1.5719134086290503,Quarta-feira
ENTERPRISE,GERMANY,VELO,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,807.0,120,125,100875.0,5043.75,95831.25,96840.0,0.0,-1.05,5.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,8134.500666666666,0.0,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-06-01,2014,6,JUNE,2,602.0,120,350,210700.0,10535.0,200165.0,156520.0,43645.0,21.8,5.0,2025-11-07 21:38:37.145146,3.8729839751259596,True,9975.668039215687,4.375145587085061,Domingo
GOVERNMENT,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-08-01,2014,8,AUGUST,3,2832.0,120,20,56640.0,2832.0,53808.0,28320.0,25488.0,47.37,5.0,2025-11-07 21:38:37.145146,1.8408937110672337,False,9975.668039215687,2.5550168569967706,Sexta-feira
GOVERNMENT,FRANCE,VELO,MEDIUM,2014-08-01,2014,8,AUGUST,3,1579.0,120,20,31580.0,1579.0,30001.0,15790.0,14211.0,47.37,5.0,2025-11-07 21:38:37.145146,0.5787974447352263,False,9547.830817307693,1.4884009019346274,Sexta-feira
ENTERPRISE,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-10-01,2014,10,OCTOBER,4,861.0,120,125,107625.0,5381.25,102243.75,103320.0,0.0,-1.05,5.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9975.668039215687,0.0,Quarta-feira
ENTERPRISE,FRANCE,VELO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,704.0,120,125,88000.0,4400.0,83600.0,84480.0,0.0,-1.05,5.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9547.830817307693,0.0,Terça-feira
GOVERNMENT,FRANCE,VELO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,1033.0,120,20,20660.0,1033.0,19627.0,10330.0,9297.0,47.37,5.0,2025-11-07 21:38:37.145146,0.028833708568206398,False,9547.830817307693,0.9737290257748386,Domingo
